name	loc_col
Cullenagh	(0, 9, 'LOC')
Cullen	(0, 6, 'LOC')
Culleens	(0, 8, 'LOC')
Lough Cullaunyheeda	(0, 19, 'LOC')
Lough Cullaun	(0, 13, 'LOC')
Cullaun	(0, 7, 'LOC')
Cullahill	(0, 9, 'LOC')
Culdaff River	(0, 13, 'LOC')
Culdaff House	(0, 13, 'LOC')
Culdaff Bay	(0, 11, 'LOC')
Culdaff	(0, 7, 'LOC')
Cuilmullagh	(0, 11, 'LOC')
Cuilmore	(0, 8, 'LOC')
Cuilleenirwan Lough	(0, 19, 'LOC')
Cuilcagh	(0, 8, 'LOC')
Cuddoo Rock	(0, 11, 'LOC')
Crutt	(0, 5, 'LOC')
Crusheen	(0, 8, 'LOC')
Crump Island	(0, 12, 'LOC')
Crumpaun River	(0, 14, 'LOC')
Crumpaun	(0, 8, 'LOC')
Crumlin	(0, 7, 'LOC')
Cruit Island	(0, 12, 'LOC')
Cruagh	(0, 6, 'LOC')
Croy Lodge	(0, 10, 'LOC')
Crownarad	(0, 9, 'LOC')
Crow Head	(0, 9, 'LOC')
Crowbane	(0, 8, 'LOC')
Crotta House	(0, 12, 'LOC')
Crosswell	(0, 9, 'LOC')
Cross Water	(0, 11, 'LOC')
Falcarragh	(0, 10, 'LOC')
Cross River	(0, 11, 'LOC')
Cross Point	(0, 11, 'LOC')
Crosspatrick	(0, 12, 'LOC')
Crossna	(0, 7, 'LOC')
Crossmount	(0, 10, 'LOC')
Crossmolina	(0, 11, 'LOC')
Cross Lough	(0, 11, 'LOC')
Cross Keys	(0, 10, 'LOC')
Crosskeys	(0, 9, 'LOC')
Crosshaven	(0, 10, 'LOC')
The Cross Guns	(0, 14, 'LOC')
Cross Guns	(0, 10, 'LOC')
Crossfarnoge Point	(0, 18, 'LOC')
Crosserlough	(0, 12, 'LOC')
Crossea	(0, 7, 'LOC')
Crossdoney	(0, 10, 'LOC')
Crossboyne	(0, 10, 'LOC')
Cross Barry	(0, 11, 'LOC')
Crossakeel	(0, 10, 'LOC')
Crossabeg	(0, 9, 'LOC')
Cross	(0, 5, 'LOC')
Croom	(0, 5, 'LOC')
Crookstown	(0, 10, 'LOC')
Crookhaven	(0, 10, 'LOC')
Crook Haven	(0, 11, 'LOC')
Crookedwood	(0, 11, 'LOC')
Cronyhorn House	(0, 15, 'LOC')
Cronamuck River	(0, 15, 'LOC')
Cromane Point	(0, 13, 'LOC')
Crolly	(0, 6, 'LOC')
Croke Park	(0, 10, 'LOC')
Crohy Head	(0, 10, 'LOC')
Crohery Lough	(0, 13, 'LOC')
Crohane	(0, 7, 'LOC')
Croghan Mountain	(0, 16, 'LOC')
Croghan	(0, 7, 'LOC')
Crockglass	(0, 10, 'LOC')
Crockfadda	(0, 10, 'LOC')
Crockets Town	(0, 13, 'LOC')
Crockavishane	(0, 13, 'LOC')
Crockaun	(0, 8, 'LOC')
Crockanaffrin	(0, 13, 'LOC')
The Crockan	(0, 11, 'LOC')
Lough Croan	(0, 11, 'LOC')
Croaghskearda	(0, 13, 'LOC')
Croagh Patrick	(0, 14, 'LOC')
Croaghnakeela Island	(0, 20, 'LOC')
Croaghmoyle	(0, 11, 'LOC')
Croaghaun	(0, 9, 'LOC')
Croaghan Hill	(0, 13, 'LOC')
Croaghan	(0, 8, 'LOC')
Croagh	(0, 6, 'LOC')
Crissard	(0, 8, 'LOC')
Crinkill	(0, 8, 'LOC')
Crettyard House	(0, 15, 'LOC')
Cremorne House	(0, 14, 'LOC')
Creggs	(0, 6, 'LOC')
Cregg River	(0, 11, 'LOC')
Cregg Point	(0, 11, 'LOC')
Cregg House	(0, 11, 'LOC')
Cregg Castle	(0, 12, 'LOC')
Creggaun	(0, 8, 'LOC')
Creggan Lough	(0, 13, 'LOC')
Creggane Castle	(0, 15, 'LOC')
Cregganbaun	(0, 11, 'LOC')
Cregg	(0, 5, 'LOC')
Cregaclare	(0, 10, 'LOC')
Creevy	(0, 6, 'LOC')
Creeves	(0, 7, 'LOC')
Creevelea Abbey	(0, 15, 'LOC')
Creevaghmore	(0, 12, 'LOC')
Creevagh Head	(0, 13, 'LOC')
Creevagh	(0, 8, 'LOC')
Creeslough	(0, 10, 'LOC')
Creeharmore	(0, 11, 'LOC')
Creegh River	(0, 12, 'LOC')
Creegh	(0, 6, 'LOC')
Creduff	(0, 7, 'LOC')
Creerin	(0, 7, 'LOC')
Cream Point	(0, 11, 'LOC')
Creagh House	(0, 12, 'LOC')
Creagh Castle	(0, 13, 'LOC')
Creaghanroe	(0, 11, 'LOC')
Creagh	(0, 6, 'LOC')
Creadan House	(0, 13, 'LOC')
Creadan Head	(0, 12, 'LOC')
Craughwell	(0, 10, 'LOC')
Cratloe Wood	(0, 12, 'LOC')
Cratloekeel Castle	(0, 18, 'LOC')
Cratloe	(0, 7, 'LOC')
Cranroe	(0, 7, 'LOC')
Cranna House	(0, 12, 'LOC')
Crannagh	(0, 8, 'LOC')
Cranford	(0, 8, 'LOC')
Crana River	(0, 11, 'LOC')
Cranagh Castle	(0, 14, 'LOC')
Cranagher House	(0, 15, 'LOC')
Craggaknock Station	(0, 19, 'LOC')
Cragbrien House	(0, 15, 'LOC')
Cragan Castle	(0, 13, 'LOC')
Craddanstown	(0, 12, 'LOC')
Crab Island	(0, 11, 'LOC')
Craanford	(0, 9, 'LOC')
Coxtown	(0, 7, 'LOC')
The Cow	(0, 7, 'LOC')
Cousane	(0, 7, 'LOC')
Courtstown House	(0, 16, 'LOC')
Courtown House	(0, 14, 'LOC')
Courtown	(0, 8, 'LOC')
Courtmatrix	(0, 11, 'LOC')
Courtmacsherry Bay	(0, 18, 'LOC')
Courtmacsherry	(0, 14, 'LOC')
Coumshingaun Lough	(0, 18, 'LOC')
Coumeenoole Bay	(0, 15, 'LOC')
Coumduff	(0, 8, 'LOC')
Coulagh Bay	(0, 11, 'LOC')
Coulagh	(0, 7, 'LOC')
Costelloe Lodge	(0, 15, 'LOC')
Costelloe	(0, 9, 'LOC')
Corville House	(0, 14, 'LOC')
Cortown Castle	(0, 14, 'LOC')
Cortown	(0, 7, 'LOC')
Corryndoberleen	(0, 15, 'LOC')
Lough Corry	(0, 11, 'LOC')
Corroy	(0, 6, 'LOC')
Corrofin Lodge	(0, 14, 'LOC')
Corrofin	(0, 8, 'LOC')
Corofin	(0, 7, 'LOC')
Corrigo	(0, 7, 'LOC')
Corrig Mountain	(0, 15, 'LOC')
River Corrib	(0, 12, 'LOC')
Lough Corrib	(0, 12, 'LOC')
Corrawaleen	(0, 11, 'LOC')
Corraun Point	(0, 13, 'LOC')
Corraun	(0, 7, 'LOC')
Corra River	(0, 11, 'LOC')
Corran Lake	(0, 11, 'LOC')
Corradrishy	(0, 11, 'LOC')
Corrabut Gap	(0, 12, 'LOC')
Corock River	(0, 12, 'LOC')
Cornfield House	(0, 15, 'LOC')
Cornasaus	(0, 9, 'LOC')
Cornamona	(0, 9, 'LOC')
Cornaher	(0, 8, 'LOC')
Cornagrow Lough	(0, 15, 'LOC')
Cornageeha	(0, 10, 'LOC')
Cornafulla	(0, 10, 'LOC')
Cornacullew	(0, 11, 'LOC')
Corlough	(0, 8, 'LOC')
Corlea	(0, 6, 'LOC')
Cork Lough	(0, 10, 'LOC')
Corkip Lough	(0, 12, 'LOC')
Cork Harbour	(0, 12, 'LOC')
Corker River	(0, 12, 'LOC')
County Cork	(0, 11, 'LOC')
Cork	(0, 4, 'LOC')
Corglass	(0, 8, 'LOC')
Corgarve	(0, 8, 'LOC')
Corduff House	(0, 13, 'LOC')
Cordal	(0, 6, 'LOC')
Corcreeghagh	(0, 12, 'LOC')
Corcomroe Abbey	(0, 15, 'LOC')
Corcogemore	(0, 11, 'LOC')
Corbalton Hall	(0, 14, 'LOC')
Corbally Lough	(0, 14, 'LOC')
Corbally	(0, 8, 'LOC')
Corbally Cross Roads	(0, 20, 'LOC')
Coralstown	(0, 10, 'LOC')
Copse House	(0, 11, 'LOC')
Cúirt Choipinéar	(0, 16, 'LOC')
Copperalley	(0, 11, 'LOC')
Coppenagh House	(0, 15, 'LOC')
Cootehill	(0, 9, 'LOC')
Cootehall	(0, 9, 'LOC')
Coosavuddig	(0, 11, 'LOC')
Cooraclare	(0, 10, 'LOC')
Coopers Hill	(0, 12, 'LOC')
Cooperhill House	(0, 16, 'LOC')
Coongar Harbour	(0, 15, 'LOC')
Coonanna Harbour	(0, 16, 'LOC')
Coonagh	(0, 7, 'LOC')
Coomnahincha	(0, 12, 'LOC')
Coomhola River	(0, 14, 'LOC')
Coomcallee	(0, 10, 'LOC')
Coomasaharn Lake	(0, 16, 'LOC')
Coomacarrea	(0, 11, 'LOC')
Coolvally	(0, 9, 'LOC')
Coolure	(0, 7, 'LOC')
Coolrus House	(0, 13, 'LOC')
Coolrain	(0, 8, 'LOC')
Coolnamuck Court	(0, 16, 'LOC')
Coolnahay	(0, 9, 'LOC')
Coolnagour House	(0, 16, 'LOC')
Coolmountain House	(0, 18, 'LOC')
Coolmore House	(0, 14, 'LOC')
Coolmore	(0, 8, 'LOC')
Coolmelagh House	(0, 16, 'LOC')
Coolmela	(0, 8, 'LOC')
Coolmeen	(0, 8, 'LOC')
Coollick	(0, 8, 'LOC')
Coollegreane	(0, 12, 'LOC')
Coolkenna Street	(0, 16, 'LOC')
Coolishal House	(0, 15, 'LOC')
Coolin Lough	(0, 12, 'LOC')
Coolgreany	(0, 10, 'LOC')
Coolfinn House	(0, 14, 'LOC')
Cooley Point	(0, 12, 'LOC')
Coole West	(0, 10, 'LOC')
Coole Lough	(0, 11, 'LOC')
Coole House	(0, 11, 'LOC')
Cooleeny	(0, 8, 'LOC')
Coole East	(0, 10, 'LOC')
Coole Abbey	(0, 11, 'LOC')
Coolea	(0, 6, 'LOC')
Coole	(0, 5, 'LOC')
Coolderry House	(0, 15, 'LOC')
Coolcullen	(0, 10, 'LOC')
Coolcour House	(0, 14, 'LOC')
Coolcashin House	(0, 16, 'LOC')
Coolboy	(0, 7, 'LOC')
Coolbawn House	(0, 14, 'LOC')
Coolbaun	(0, 8, 'LOC')
Coolavin	(0, 8, 'LOC')
Coolattin	(0, 9, 'LOC')
Coolatogher	(0, 11, 'LOC')
Coolaney	(0, 8, 'LOC')
Coolamoney	(0, 10, 'LOC')
Coolagh	(0, 7, 'LOC')
Coolagarybeg	(0, 12, 'LOC')
Coolagarry Lough	(0, 16, 'LOC')
Coolacurn	(0, 9, 'LOC')
Coola Cross Roads	(0, 17, 'LOC')
Cooanmore Point	(0, 15, 'LOC')
Cooanmore Bay	(0, 13, 'LOC')
Convoy House	(0, 12, 'LOC')
Convoy	(0, 6, 'LOC')
Convamore	(0, 9, 'LOC')
Conors Island	(0, 13, 'LOC')
Connonagh	(0, 9, 'LOC')
Connolly	(0, 8, 'LOC')
Conniberry Junction	(0, 19, 'LOC')
Connemara	(0, 9, 'LOC')
Connaught	(0, 9, 'LOC')
Conna	(0, 5, 'LOC')
Lough Conn	(0, 10, 'LOC')
Conlawn Hill	(0, 12, 'LOC')
Coningbeg Rock	(0, 14, 'LOC')
Congor House	(0, 12, 'LOC')
Cong	(0, 4, 'LOC')
Coney Island	(0, 12, 'LOC')
The Cones	(0, 9, 'LOC')
Commons	(0, 7, 'LOC')
Comeragh Mountains	(0, 18, 'LOC')
Colmanstown	(0, 11, 'LOC')
Colly	(0, 5, 'LOC')
Collorus	(0, 8, 'LOC')
Collooney	(0, 9, 'LOC')
Collon	(0, 6, 'LOC')
Collinstown	(0, 11, 'LOC')
Colbinstown	(0, 11, 'LOC')
Colligan River	(0, 14, 'LOC')
Collierstown	(0, 12, 'LOC')
Collegeland	(0, 11, 'LOC')
Colgagh	(0, 7, 'LOC')
Coleraine House	(0, 15, 'LOC')
Cods Head	(0, 9, 'LOC')
Codling Bank	(0, 12, 'LOC')
Cobh Road	(0, 9, 'LOC')
Cobh	(0, 4, 'LOC')
Cobduff	(0, 7, 'LOC')
Owengarve River	(0, 15, 'LOC')
Coars	(0, 5, 'LOC')
Coan	(0, 4, 'LOC')
Coalbrook House	(0, 15, 'LOC')
Coalbrook	(0, 9, 'LOC')
Coachford	(0, 9, 'LOC')
Clynagh Island	(0, 14, 'LOC')
Clynacartan	(0, 11, 'LOC')
Clyda River	(0, 11, 'LOC')
Clydagh River	(0, 13, 'LOC')
Clydagh House	(0, 13, 'LOC')
Clydagh	(0, 7, 'LOC')
Cloyne	(0, 6, 'LOC')
Cloverhill House	(0, 16, 'LOC')
Cloverhill	(0, 10, 'LOC')
Clover Hill	(0, 11, 'LOC')
Cloonyquin House	(0, 16, 'LOC')
Cloonusker	(0, 10, 'LOC')
Cloontuskert	(0, 12, 'LOC')
Cloonteen	(0, 9, 'LOC')
Cloonslaun	(0, 10, 'LOC')
Cloonshannagh House	(0, 19, 'LOC')
Cloon River	(0, 11, 'LOC')
Cloonmore Cross Roads	(0, 21, 'LOC')
Cloonmore	(0, 9, 'LOC')
Cloon Lough	(0, 11, 'LOC')
Cloonlavis	(0, 10, 'LOC')
Cloonlara	(0, 9, 'LOC')
Cloonkeen	(0, 9, 'LOC')
Cloongowla	(0, 10, 'LOC')
Cloonfree House	(0, 15, 'LOC')
Cloonfower	(0, 10, 'LOC')
Cloonfin House	(0, 14, 'LOC')
Cloonfad	(0, 8, 'LOC')
Cloone River	(0, 12, 'LOC')
Clooneen River	(0, 14, 'LOC')
Clooneen House	(0, 14, 'LOC')
Clooneenagh House	(0, 17, 'LOC')
Clooneen	(0, 8, 'LOC')
Cloonee Loughs	(0, 14, 'LOC')
Cloone	(0, 6, 'LOC')
Cloondergan	(0, 11, 'LOC')
Cloondara Canal	(0, 15, 'LOC')
Cloondara	(0, 9, 'LOC')
Clooncorick Castle	(0, 18, 'LOC')
Clooncoorha	(0, 11, 'LOC')
Clooncogaile	(0, 12, 'LOC')
Clooncan	(0, 8, 'LOC')
Clooncahir	(0, 10, 'LOC')
Clooncah	(0, 8, 'LOC')
Cloonboo	(0, 8, 'LOC')
Cloonbony House	(0, 15, 'LOC')
Cloonbarry House	(0, 16, 'LOC')
Cloonbannin	(0, 11, 'LOC')
Cloonart	(0, 8, 'LOC')
Cloonard River	(0, 14, 'LOC')
Cloonamahon House	(0, 17, 'LOC')
Cloonakillina Lough	(0, 19, 'LOC')
Cloonakilleg	(0, 12, 'LOC')
Cloonahee House	(0, 15, 'LOC')
Cloonaghmore River	(0, 18, 'LOC')
Cloonagh Lough	(0, 14, 'LOC')
Cloonaghlin Lough	(0, 17, 'LOC')
Cloonagh	(0, 8, 'LOC')
Lough Cloonadoon	(0, 16, 'LOC')
Cloonacool	(0, 10, 'LOC')
Cloonacolly Lough	(0, 17, 'LOC')
Cloonacleigha Lough	(0, 19, 'LOC')
Clonyn	(0, 6, 'LOC')
Clonygowan	(0, 10, 'LOC')
Clontibret	(0, 10, 'LOC')
Clontarf	(0, 8, 'LOC')
Clonsilla	(0, 9, 'LOC')
Clonshire House	(0, 15, 'LOC')
Clonsast Lower	(0, 14, 'LOC')
Clonroche	(0, 9, 'LOC')
Clonoulty	(0, 9, 'LOC')
Clonony	(0, 7, 'LOC')
Clonmult	(0, 8, 'LOC')
Clonmoyle House	(0, 15, 'LOC')
Clonmore	(0, 8, 'LOC')
Clonmines House	(0, 15, 'LOC')
Clonmellon	(0, 10, 'LOC')
Cluain Meala	(0, 12, 'LOC')
Clonmass Bay	(0, 12, 'LOC')
Clonmany River	(0, 14, 'LOC')
Clonmany	(0, 8, 'LOC')
Clonmannan House	(0, 16, 'LOC')
Clonlyon	(0, 8, 'LOC')
Clonlost	(0, 8, 'LOC')
Clonleigh	(0, 9, 'LOC')
Clonkeen	(0, 8, 'LOC')
Clonhugh Station	(0, 16, 'LOC')
Clongeen	(0, 8, 'LOC')
Clongarret	(0, 10, 'LOC')
Clonfert	(0, 8, 'LOC')
Clonevin Cross Roads	(0, 20, 'LOC')
Clones	(0, 6, 'LOC')
Clonervy	(0, 8, 'LOC')
Clone House	(0, 11, 'LOC')
Clonegal	(0, 8, 'LOC')
Cloneen	(0, 7, 'LOC')
Clonee	(0, 6, 'LOC')
Clonearl House	(0, 14, 'LOC')
Clonea Castle	(0, 13, 'LOC')
Clonea	(0, 6, 'LOC')
Clondulane	(0, 10, 'LOC')
Clondrohid Lodge	(0, 16, 'LOC')
Clonderalaw House	(0, 17, 'LOC')
Clonderalaw Bay	(0, 15, 'LOC')
Clondeglass House	(0, 17, 'LOC')
Clondalkin	(0, 10, 'LOC')
Clondagad House	(0, 15, 'LOC')
Cloncurry	(0, 9, 'LOC')
Cloncourse Bridge	(0, 17, 'LOC')
Cloncoskraine	(0, 13, 'LOC')
Cloncarneel	(0, 11, 'LOC')
Cloncagh	(0, 8, 'LOC')
An Fhairche	(0, 11, 'LOC')
Clonbulloge	(0, 11, 'LOC')
Clonbrock River	(0, 15, 'LOC')
Clonbrock	(0, 9, 'LOC')
Clonbern Park	(0, 13, 'LOC')
Clonbern	(0, 8, 'LOC')
Clonbeale House	(0, 15, 'LOC')
Clonavoe	(0, 8, 'LOC')
Clonaslee	(0, 9, 'LOC')
Clonard	(0, 7, 'LOC')
Clonamully House	(0, 16, 'LOC')
Clonamery	(0, 9, 'LOC')
Clonakilty Junction	(0, 19, 'LOC')
Clonakilty Bay	(0, 14, 'LOC')
Clonakilty	(0, 10, 'LOC')
Clonakenny	(0, 10, 'LOC')
Clonabreany	(0, 11, 'LOC')
Clohamon	(0, 8, 'LOC')
Clogrenan House	(0, 15, 'LOC')
Cloghroe River	(0, 14, 'LOC')
Cloghran	(0, 8, 'LOC')
Cloghore	(0, 8, 'LOC')
Cloghmoyle Castle	(0, 17, 'LOC')
Cloghmore Point	(0, 15, 'LOC')
Cloghmore	(0, 9, 'LOC')
Cloughjordan	(0, 12, 'LOC')
Clogherstown	(0, 12, 'LOC')
Clogher Head	(0, 12, 'LOC')
Cloghereen	(0, 10, 'LOC')
Clogher	(0, 7, 'LOC')
Clogherhead	(0, 11, 'LOC')
Clogheen	(0, 8, 'LOC')
Cloghdonnell	(0, 12, 'LOC')
Cloghaun	(0, 8, 'LOC')
Cloghanulk	(0, 10, 'LOC')
Cloghanower Castle	(0, 18, 'LOC')
Cloghan Lodge	(0, 13, 'LOC')
Cloghaneely	(0, 11, 'LOC')
Cloghane	(0, 8, 'LOC')
Cloghan Castle	(0, 14, 'LOC')
Cloghan	(0, 7, 'LOC')
Clogh	(0, 5, 'LOC')
Clodiagh River	(0, 14, 'LOC')
Clobemon Hall	(0, 13, 'LOC')
Clifton Lodge	(0, 13, 'LOC')
Cliffort	(0, 8, 'LOC')
Cliffony	(0, 8, 'LOC')
Clifden Castle	(0, 14, 'LOC')
Clifden Bay	(0, 11, 'LOC')
Clifden	(0, 7, 'LOC')
Clew Bay	(0, 8, 'LOC')
Clermont Carn	(0, 13, 'LOC')
Cleraun	(0, 7, 'LOC')
Clements Town	(0, 13, 'LOC')
Cleggan Bay	(0, 11, 'LOC')
Cleggan	(0, 7, 'LOC')
Clear Island	(0, 12, 'LOC')
Cape Clear	(0, 10, 'LOC')
Cleanagh	(0, 8, 'LOC')
Cleady	(0, 6, 'LOC')
Clawinch	(0, 8, 'LOC')
Classybaun Harbour	(0, 18, 'LOC')
Clashnabrock	(0, 12, 'LOC')
Clashmore	(0, 9, 'LOC')
Clashganna Bridge	(0, 17, 'LOC')
Clarinbridge River	(0, 18, 'LOC')
Clarinbridge	(0, 12, 'LOC')
Clarina	(0, 7, 'LOC')
Clareville House	(0, 16, 'LOC')
Clareville	(0, 10, 'LOC')
Clare River	(0, 11, 'LOC')
Claremorris	(0, 11, 'LOC')
Claremount House	(0, 16, 'LOC')
Clare Island	(0, 12, 'LOC')
Claregalway	(0, 11, 'LOC')
Clareen	(0, 7, 'LOC')
Clarecastle	(0, 11, 'LOC')
Clare Abbey	(0, 11, 'LOC')
River Clare	(0, 11, 'LOC')
An Clár	(0, 7, 'LOC')
Clar Bridge Station	(0, 19, 'LOC')
Clara Bridge	(0, 12, 'LOC')
Clara	(0, 5, 'LOC')
Clane	(0, 5, 'LOC')
Clamper Cross	(0, 13, 'LOC')
Clahane	(0, 7, 'LOC')
Claggan Upper	(0, 13, 'LOC')
Claggan Mountain	(0, 16, 'LOC')
Claggan Lower	(0, 13, 'LOC')
Claggan	(0, 7, 'LOC')
Clady River	(0, 11, 'LOC')
Clady	(0, 5, 'LOC')
Claddagh	(0, 8, 'LOC')
Chute Hall	(0, 10, 'LOC')
Church Village	(0, 14, 'LOC')
Church Town	(0, 11, 'LOC')
Churchtown	(0, 10, 'LOC')
Church Hill	(0, 11, 'LOC')
Cherryville Junction	(0, 20, 'LOC')
Cherryville	(0, 11, 'LOC')
Cherrymount	(0, 11, 'LOC')
Cheekpoint	(0, 10, 'LOC')
Charleville Junction	(0, 20, 'LOC')
Charleville House	(0, 17, 'LOC')
Charleville Castle	(0, 18, 'LOC')
Ráth Luirc	(0, 10, 'LOC')
Charleville	(0, 11, 'LOC')
Charlestown	(0, 11, 'LOC')
Charlesfort House	(0, 17, 'LOC')
Charlesfort	(0, 11, 'LOC')
Chapeltown	(0, 10, 'LOC')
Chapelmidway	(0, 12, 'LOC')
Chapelizod House	(0, 16, 'LOC')
Chapelizod	(0, 10, 'LOC')
Chapel	(0, 6, 'LOC')
Chaffpool House	(0, 15, 'LOC')
Central Plain	(0, 13, 'LOC')
Celbridge	(0, 9, 'LOC')
Cecilstown	(0, 10, 'LOC')
Cavetown	(0, 8, 'LOC')
Cavanagarvan	(0, 12, 'LOC')
Cavanacor House	(0, 15, 'LOC')
An Cabhán	(0, 9, 'LOC')
Cavan	(0, 5, 'LOC')
Causeway	(0, 8, 'LOC')
Cathedral Rocks	(0, 15, 'LOC')
Castle Wray	(0, 11, 'LOC')
Castle Willington	(0, 17, 'LOC')
Castle Widenham	(0, 15, 'LOC')
Castlewarren	(0, 12, 'LOC')
Castle Waller	(0, 13, 'LOC')
Castle View	(0, 11, 'LOC')
Castletownshend	(0, 15, 'LOC')
Castle Townsend	(0, 15, 'LOC')
Castletownroche Station	(0, 23, 'LOC')
Castletownroche	(0, 15, 'LOC')
Castletown	(0, 10, 'LOC')
Castletown River	(0, 16, 'LOC')
Castletown Manor	(0, 16, 'LOC')
Castletown Conyers	(0, 18, 'LOC')
Castletown Castle	(0, 17, 'LOC')
Castletown Bearhaven	(0, 20, 'LOC')
Castle Taylor	(0, 13, 'LOC')
Castlestrange Bridge	(0, 20, 'LOC')
Castlestrange	(0, 13, 'LOC')
Castleshannon	(0, 13, 'LOC')
Castleshane House	(0, 17, 'LOC')
Castle Saunderson	(0, 17, 'LOC')
Castle Roche Cross Roads	(0, 24, 'LOC')
Castlerickard House	(0, 19, 'LOC')
Castlerea	(0, 9, 'LOC')
Castlereagh	(0, 11, 'LOC')
Castlequin	(0, 10, 'LOC')
Castlepollard	(0, 13, 'LOC')
Castle Point	(0, 12, 'LOC')
Castleplunket	(0, 13, 'LOC')
Castle Park House	(0, 17, 'LOC')
Castle Park	(0, 11, 'LOC')
Castle Otway	(0, 12, 'LOC')
Castleore	(0, 9, 'LOC')
Castleoliver	(0, 12, 'LOC')
Castle Nugent	(0, 13, 'LOC')
Castlenode House	(0, 16, 'LOC')
Castle Neynoe	(0, 13, 'LOC')
Castlemoyle	(0, 11, 'LOC')
Castle Morres	(0, 13, 'LOC')
Castlemore	(0, 10, 'LOC')
Castlemasters	(0, 13, 'LOC')
Castle Mary	(0, 11, 'LOC')
Castlemartyr House	(0, 18, 'LOC')
Castlemartyr	(0, 12, 'LOC')
Castlemartin	(0, 12, 'LOC')
Castlemaine Harbour	(0, 19, 'LOC')
Castlemaine	(0, 11, 'LOC')
Castlemagarret	(0, 14, 'LOC')
Castlelyons	(0, 11, 'LOC')
Castlelough	(0, 11, 'LOC')
Castle Lambert	(0, 14, 'LOC')
Castle Lacken	(0, 13, 'LOC')
Castleknock	(0, 11, 'LOC')
Castlekevin	(0, 11, 'LOC')
Castlejordan	(0, 12, 'LOC')
Bal Iver	(0, 8, 'LOC')
Castleisland	(0, 12, 'LOC')
Castle Island	(0, 13, 'LOC')
Castle Ievers	(0, 13, 'LOC')
Castle Howard	(0, 13, 'LOC')
Castle House	(0, 12, 'LOC')
Castlehill House	(0, 16, 'LOC')
Castle Haven	(0, 12, 'LOC')
Castle Harrison	(0, 15, 'LOC')
Castle Hamilton	(0, 15, 'LOC')
Castle Hacket	(0, 13, 'LOC')
Castlegrove House	(0, 17, 'LOC')
Castlegrove	(0, 11, 'LOC')
Castlegregory	(0, 13, 'LOC')
Castlegrace House	(0, 17, 'LOC')
Castle Garden House	(0, 19, 'LOC')
Castle Garde	(0, 12, 'LOC')
Castlegar	(0, 9, 'LOC')
Castle Freke	(0, 12, 'LOC')
Castleforward	(0, 13, 'LOC')
Castlefore	(0, 10, 'LOC')
Castle Forbes	(0, 13, 'LOC')
Castle Fogarty	(0, 14, 'LOC')
Castlefinn	(0, 10, 'LOC')
Castle Ffrench	(0, 14, 'LOC')
Castle Ellen	(0, 12, 'LOC')
Castle Durrow	(0, 13, 'LOC')
Castle Donovan	(0, 14, 'LOC')
Castledockrell	(0, 14, 'LOC')
Castledermot	(0, 12, 'LOC')
Castle Dargan House	(0, 19, 'LOC')
Castle Daly	(0, 11, 'LOC')
Castle Crine	(0, 12, 'LOC')
Castlecor	(0, 9, 'LOC')
Castlecoote	(0, 11, 'LOC')
Castle Cooke	(0, 12, 'LOC')
Castleconor	(0, 11, 'LOC')
Castlecomer House	(0, 17, 'LOC')
Castlecomer	(0, 11, 'LOC')
Castle Cary	(0, 11, 'LOC')
Castlebridge	(0, 12, 'LOC')
Castleboy	(0, 9, 'LOC')
Castleboro House	(0, 16, 'LOC')
Castle Blunden	(0, 14, 'LOC')
Castleblayney	(0, 13, 'LOC')
Castleblakeney	(0, 14, 'LOC')
Castleblagh	(0, 11, 'LOC')
Castle Bernard	(0, 14, 'LOC')
Castlebellingham	(0, 16, 'LOC')
Castlebar	(0, 9, 'LOC')
Castle Armstrong	(0, 16, 'LOC')
Cashlieve House	(0, 15, 'LOC')
Cashla Bay	(0, 10, 'LOC')
Cashen River	(0, 12, 'LOC')
Casheltown	(0, 10, 'LOC')
Cashelmore	(0, 10, 'LOC')
Cashel Bay	(0, 10, 'LOC')
Rock of Cashel	(0, 14, 'LOC')
Cashel	(0, 6, 'LOC')
Casheen Bay	(0, 11, 'LOC')
Carton	(0, 6, 'LOC')
Carrowwilkin	(0, 12, 'LOC')
Carrowroe Park	(0, 14, 'LOC')
Carrowreagh	(0, 11, 'LOC')
Carrowntryla House	(0, 18, 'LOC')
Carrownrush Point	(0, 17, 'LOC')
Carrownisky River	(0, 17, 'LOC')
Carrownamaddy River	(0, 19, 'LOC')
Carrownabinna Point	(0, 19, 'LOC')
Carrowmore Point	(0, 16, 'LOC')
Carrowmore Lough	(0, 16, 'LOC')
Carrowmore Lake	(0, 15, 'LOC')
Carrowmore House	(0, 16, 'LOC')
Carrowmore	(0, 10, 'LOC')
Carrowmenagh	(0, 12, 'LOC')
Carrowkennedy	(0, 13, 'LOC')
Carrowkeel River	(0, 16, 'LOC')
Kerrykeel	(0, 9, 'LOC')
Carrowkeel	(0, 10, 'LOC')
Carrowen	(0, 8, 'LOC')
Carrowbane House	(0, 16, 'LOC')
Carrolstown	(0, 11, 'LOC')
Carrigtwohill	(0, 13, 'LOC')
Carrigshane	(0, 11, 'LOC')
Carrigoran House	(0, 16, 'LOC')
Carrigogunnel Castle	(0, 20, 'LOC')
Carrignavar House	(0, 17, 'LOC')
Carrignavar	(0, 11, 'LOC')
Carrig Lodge	(0, 12, 'LOC')
Carrigkerry	(0, 11, 'LOC')
Carrig Island	(0, 13, 'LOC')
Carrigillihy	(0, 12, 'LOC')
