street_name	loc_col
MOY ELTA ROAD	(0, 13, 'LOC')
MOYLE ROAD	(0, 10, 'LOC')
MOYNE ROAD	(0, 10, 'LOC')
MUCKROSS PARADE	(0, 15, 'LOC')
MULLINAHACK	(0, 11, 'LOC')
MULROY ROAD	(0, 11, 'LOC')
MUNSTER STREET	(0, 14, 'LOC')
MURPHY'S LANE	(0, 13, 'LOC')
MURRAY COTTAGES	(0, 15, 'LOC')
MURTAGH ROAD	(0, 12, 'LOC')
MUSKERRY ROAD	(0, 13, 'LOC')
MYRA CLOSE	(0, 10, 'LOC')
MYRTLE STREET	(0, 13, 'LOC')
NAAS ROAD	(0, 9, 'LOC')
NAAS ROAD	(0, 9, 'LOC')
OLD NAAS ROAD	(0, 13, 'LOC')
NANIKIN AVENUE	(0, 14, 'LOC')
NASH STREET	(0, 11, 'LOC')
NASSAU STREET	(0, 13, 'LOC')
NAVAN ROAD	(0, 10, 'LOC')
NAVAN ROAD	(0, 10, 'LOC')
NEAGH ROAD	(0, 10, 'LOC')
NELSON STREET	(0, 13, 'LOC')
NEPHIN ROAD	(0, 11, 'LOC')
NEPHIN ROAD	(0, 11, 'LOC')
NERNEY'S COURT	(0, 14, 'LOC')
NEVILLE ROAD	(0, 12, 'LOC')
NEWGROVE ESTATE	(0, 15, 'LOC')
NEW IRELAND ROAD	(0, 16, 'LOC')
NEW ROAD	(0, 8, 'LOC')
NEW ROW	(0, 7, 'LOC')
NEW ROW SOUTH	(0, 13, 'LOC')
NEW ROW SQUARE	(0, 14, 'LOC')
NEW STREET GARDENS	(0, 18, 'LOC')
NEW STREET NORTH	(0, 16, 'LOC')
NEW STREET NORTH	(0, 16, 'LOC')
NEW STREET SOUTH	(0, 16, 'LOC')
NEWBRIDGE AVENUE	(0, 16, 'LOC')
NEWBRIDGE DRIVE	(0, 15, 'LOC')
NEWBRIDGE MEWS	(0, 14, 'LOC')
NEWBROOK AVENUE	(0, 15, 'LOC')
NEWBROOK ROAD	(0, 13, 'LOC')
NEWBROOK ROAD	(0, 13, 'LOC')
NEWBROOK ROAD	(0, 13, 'LOC')
NEWBURY AVENUE	(0, 14, 'LOC')
NEWBURY DRIVE	(0, 13, 'LOC')
NEWBURY ESTATE ROAD	(0, 19, 'LOC')
NEWBURY GROVE	(0, 13, 'LOC')
NEWBURY LAWNS	(0, 13, 'LOC')
NEWBURY PARK	(0, 12, 'LOC')
NEWBURY PARK	(0, 12, 'LOC')
NEWCOMEN AVENUE	(0, 15, 'LOC')
NEWCOMEN COURT	(0, 14, 'LOC')
NEWGRANGE ROAD	(0, 14, 'LOC')
NEWGROVE AVENUE	(0, 15, 'LOC')
NEWMARKET	(0, 9, 'LOC')
NEWMARKET STREET	(0, 16, 'LOC')
NEWPORT STREET	(0, 14, 'LOC')
NEWTOWN COTTAGES	(0, 16, 'LOC')
NEWTOWN DRIVE	(0, 13, 'LOC')
NIALL STREET	(0, 12, 'LOC')
NICHOLAS AVENUE	(0, 15, 'LOC')
NICHOLAS STREET	(0, 15, 'LOC')
NORE ROAD	(0, 9, 'LOC')
NORFOLK ROAD	(0, 12, 'LOC')
NORFOLK ROAD	(0, 12, 'LOC')
NORSEMAN PLACE	(0, 14, 'LOC')
NORTH ROAD	(0, 10, 'LOC')
NORTH ROAD	(0, 10, 'LOC')
NORTH STRAND ROAD	(0, 17, 'LOC')
NORTH STRAND ROAD	(0, 17, 'LOC')
NORTH WALL QUAY	(0, 15, 'LOC')
NORTH WALL QUAY	(0, 15, 'LOC')
NORTHBROOK AVENUE	(0, 17, 'LOC')
NORTHBROOK AVENUE LOWER	(0, 23, 'LOC')
NORTHBROOK AVENUE UPPER	(0, 23, 'LOC')
NORTHBROOK LANE	(0, 15, 'LOC')
NORTHBROOK ROAD	(0, 15, 'LOC')
NORTHBROOK TERRACE	(0, 18, 'LOC')
NORTHLAND DRIVE	(0, 15, 'LOC')
NORTHLAND GROVE	(0, 15, 'LOC')
NORTHUMBERLAND ROAD	(0, 19, 'LOC')
NORTHUMBERLAND ROAD	(0, 19, 'LOC')
NORTHUMBERLAND SQUARE	(0, 21, 'LOC')
NORTHWAY ESTATE	(0, 15, 'LOC')
NORTONS AVENUE	(0, 14, 'LOC')
NORWOOD PARK	(0, 12, 'LOC')
NOTTINGHAM STREET	(0, 17, 'LOC')
NUGGET COTTAGES	(0, 15, 'LOC')
NURNEY LAWN	(0, 11, 'LOC')
NUTLEY AVENUE	(0, 13, 'LOC')
NUTLEY LANE	(0, 11, 'LOC')
NUTLEY PARK	(0, 11, 'LOC')
NUTLEY ROAD	(0, 11, 'LOC')
NUTLEY SQUARE	(0, 13, 'LOC')
O'BRIEN ROAD	(0, 12, 'LOC')
O'BRIEN'S PLACE	(0, 15, 'LOC')
O'BRIENS TERRACE	(0, 16, 'LOC')
O'CAROLAN ROAD	(0, 14, 'LOC')
O'CONNELL AVENUE	(0, 16, 'LOC')
O'CONNELL BRIDGE	(0, 16, 'LOC')
O'CONNELL GARDENS	(0, 17, 'LOC')
O'CONNELL STREET LOWER	(0, 22, 'LOC')
O'CONNELL STREET UPPER	(0, 22, 'LOC')
O'CURRY AVENUE	(0, 14, 'LOC')
O'CURRY ROAD	(0, 12, 'LOC')
O'DALY ROAD	(0, 11, 'LOC')
O'DEVANEY GARDENS	(0, 17, 'LOC')
O'DEVANEY GARDENS	(0, 17, 'LOC')
O'DONOGHUE STREET	(0, 17, 'LOC')
O'DONOVAN ROAD	(0, 14, 'LOC')
O'DWYER ROAD	(0, 12, 'LOC')
O'HARA AVENUE	(0, 13, 'LOC')
O'HOGAN ROAD	(0, 12, 'LOC')
O'LEARY ROAD	(0, 12, 'LOC')
O'MOORE ROAD	(0, 12, 'LOC')
O'NEACHTAIN ROAD	(0, 16, 'LOC')
O'NEILL'S BUILDINGS	(0, 19, 'LOC')
QUINN AVENUE	(0, 12, 'LOC')
O'RAHILLY PARADE	(0, 16, 'LOC')
O'REILLY AVENUE	(0, 15, 'LOC')
O'REILLY AVENUE	(0, 15, 'LOC')
OAK ROAD	(0, 8, 'LOC')
OAKFIELD PLACE	(0, 14, 'LOC')
OAKLANDS CRESCENT	(0, 17, 'LOC')
OAKLANDS DRIVE	(0, 14, 'LOC')
OAKLANDS DRIVE	(0, 14, 'LOC')
OAKLANDS DRIVE	(0, 14, 'LOC')
OAKLANDS DRIVE	(0, 14, 'LOC')
OAKLANDS PARK	(0, 13, 'LOC')
OAKLANDS TERRACE	(0, 16, 'LOC')
OAKLEY PARK	(0, 11, 'LOC')
OAKLEY ROAD	(0, 11, 'LOC')
OAKPARK AVENUE	(0, 14, 'LOC')
OAKPARK CLOSE	(0, 13, 'LOC')
OAKPARK DRIVE	(0, 13, 'LOC')
OAKPARK GROVE	(0, 13, 'LOC')
OAKWOOD AVENUE	(0, 14, 'LOC')
OAKWOOD CLOSE	(0, 13, 'LOC')
OAKWOOD PARK	(0, 12, 'LOC')
OAKWOOD ROAD	(0, 12, 'LOC')
OBLATE DRIVE	(0, 12, 'LOC')
OBLATE DRIVE	(0, 12, 'LOC')
OBSERVATORY LANE	(0, 16, 'LOC')
OFFALY ROAD	(0, 11, 'LOC')
OLAF ROAD	(0, 9, 'LOC')
OLD CABRA ROAD	(0, 14, 'LOC')
OLD CABRA ROAD	(0, 14, 'LOC')
OLD COUNTY GLEN	(0, 15, 'LOC')
OLD FINGLAS ROAD	(0, 16, 'LOC')
OLD FINGLAS ROAD	(0, 16, 'LOC')
OLD KILMAINHAM	(0, 14, 'LOC')
OLDTOWN AVENUE	(0, 14, 'LOC')
OLDTOWN PARK	(0, 12, 'LOC')
OLDTOWN ROAD	(0, 12, 'LOC')
OLIVER ALLEY	(0, 12, 'LOC')
OLIVER BOND STREET	(0, 18, 'LOC')
OLIVER PLUNKETT AVENUE	(0, 22, 'LOC')
OLNEY CRESCENT	(0, 14, 'LOC')
OLNEY GROVE	(0, 11, 'LOC')
ONTARIO TERRACE	(0, 15, 'LOC')
ORANMORE CLOSE	(0, 14, 'LOC')
ORANMORE ROAD	(0, 13, 'LOC')
ORANMORE ROAD	(0, 13, 'LOC')
ORCHARD LANE	(0, 12, 'LOC')
ORCHARD LAWNS	(0, 13, 'LOC')
ORCHARD ROAD	(0, 12, 'LOC')
ORCHARD ROAD	(0, 12, 'LOC')
ORCHARD ROAD SOUTH	(0, 18, 'LOC')
ORIEL STREET LOWER	(0, 18, 'LOC')
ORIEL STREET UPPER	(0, 18, 'LOC')
ORMEAU STREET	(0, 13, 'LOC')
ORMOND PLACE	(0, 12, 'LOC')
ORMOND QUAY LOWER	(0, 17, 'LOC')
ORMOND QUAY UPPER	(0, 17, 'LOC')
ORMOND ROAD	(0, 11, 'LOC')
ORMOND ROAD	(0, 11, 'LOC')
ORMOND SQUARE	(0, 13, 'LOC')
ORMOND STREET	(0, 13, 'LOC')
ORR'S TERRACE	(0, 13, 'LOC')
ORWELL PARK	(0, 11, 'LOC')
ORWELL ROAD	(0, 11, 'LOC')
OSCAR SQUARE	(0, 12, 'LOC')
OSCAR SQUARE	(0, 12, 'LOC')
OSCAR TRAYNOR ROAD	(0, 18, 'LOC')
OSSORY ROAD	(0, 11, 'LOC')
OSTMAN PLACE	(0, 12, 'LOC')
O'SULLIVAN AVENUE	(0, 17, 'LOC')
OSWALD ROAD	(0, 11, 'LOC')
OULTON ROAD	(0, 11, 'LOC')
OUR LADY'S ROAD	(0, 15, 'LOC')
OVOCA ROAD	(0, 10, 'LOC')
OWEN'S AVENUE	(0, 13, 'LOC')
OXFORD ROAD	(0, 11, 'LOC')
OXMANTOWN LANE	(0, 14, 'LOC')
OXMANTOWN ROAD	(0, 14, 'LOC')
OLD MILL COURT	(0, 14, 'LOC')
PALACE STREET	(0, 13, 'LOC')
PALMERSTON CLOSE	(0, 16, 'LOC')
PALMERSTON COURT	(0, 16, 'LOC')
PALMERSTON GARDENS	(0, 18, 'LOC')
PALMERSTON GROVE	(0, 16, 'LOC')
PALMERSTON LANE	(0, 15, 'LOC')
PALMERSTON PARK	(0, 15, 'LOC')
PALMERSTON PARK	(0, 15, 'LOC')
PALMERSTON PLACE	(0, 16, 'LOC')
PALMERSTON ROAD	(0, 15, 'LOC')
PALMERSTON VILLAS	(0, 17, 'LOC')
PARADISE PLACE	(0, 14, 'LOC')
PARK AVENUE	(0, 11, 'LOC')
PARK AVENUE WEST	(0, 16, 'LOC')
PARK CRESCENT	(0, 13, 'LOC')
PARK DRIVE	(0, 10, 'LOC')
PARK LANE	(0, 9, 'LOC')
PARK LANE	(0, 9, 'LOC')
PARK LANE EAST	(0, 14, 'LOC')
PARK LANE EAST	(0, 14, 'LOC')
PARK LAWN	(0, 9, 'LOC')
PARK ROAD	(0, 9, 'LOC')
PARK STREET WEST	(0, 16, 'LOC')
PARK TERRACE	(0, 12, 'LOC')
PARK VIEW WEST	(0, 14, 'LOC')
PARKER HILL	(0, 11, 'LOC')
PARKGATE STREET	(0, 15, 'LOC')
PARKGATE STREET	(0, 15, 'LOC')
PARKMORE DRIVE	(0, 14, 'LOC')
PARKVIEW AVENUE	(0, 15, 'LOC')
PARKVIEW PLACE	(0, 14, 'LOC')
PARLIAMENT ROW	(0, 14, 'LOC')
PARLIAMENT STREET	(0, 17, 'LOC')
PARNELL AVENUE	(0, 14, 'LOC')
PARNELL BRIDGE	(0, 14, 'LOC')
PARNELL COURT	(0, 13, 'LOC')
PARNELL PLACE	(0, 13, 'LOC')
PARNELL ROAD	(0, 12, 'LOC')
PARNELL SQUARE EAST	(0, 19, 'LOC')
PARNELL SQUARE NORTH	(0, 20, 'LOC')
PARNELL SQUARE WEST	(0, 19, 'LOC')
PARNELL STREET	(0, 14, 'LOC')
PARNELL STREET	(0, 14, 'LOC')
PARTRIDGE TERRACE	(0, 17, 'LOC')
PARTRIDGE TERRACE	(0, 17, 'LOC')
PATRICK STREET	(0, 14, 'LOC')
PATRICKSWELL PLACE	(0, 18, 'LOC')
PATRICKSWELL PLACE	(0, 18, 'LOC')
PAUL STREET	(0, 11, 'LOC')
PEARSE GROVE	(0, 12, 'LOC')
PEARSE GROVE	(0, 12, 'LOC')
PEARSE SQUARE	(0, 13, 'LOC')
PEARSE STREET	(0, 13, 'LOC')
PEARSE STREET	(0, 13, 'LOC')
PEARSE STREET	(0, 13, 'LOC')
PEMBROKE COTTAGES	(0, 17, 'LOC')
PEMBROKE COTTAGES	(0, 17, 'LOC')
PEMBROKE GARDENS	(0, 16, 'LOC')
PEMBROKE LANE	(0, 13, 'LOC')
PEMBROKE LANE	(0, 13, 'LOC')
PEMBROKE LANE	(0, 13, 'LOC')
PEMBROKE PARK	(0, 13, 'LOC')
PEMBROKE PLACE	(0, 14, 'LOC')
PEMBROKE PLACE	(0, 14, 'LOC')
PEMBROKE ROAD	(0, 13, 'LOC')
PEMBROKE ROAD	(0, 13, 'LOC')
PEMBROKE ROW	(0, 12, 'LOC')
PEMBROKE STREET	(0, 15, 'LOC')
PEMBROKE STREET LOWER	(0, 21, 'LOC')
PEMBROKE STREET UPPER	(0, 21, 'LOC')
PENROSE STREET	(0, 14, 'LOC')
PERCY FRENCH ROAD	(0, 17, 'LOC')
PERCY LANE	(0, 10, 'LOC')
PERCY PLACE	(0, 11, 'LOC')
PETER STREET	(0, 12, 'LOC')
PETER ROW	(0, 9, 'LOC')
PETER PLACE	(0, 11, 'LOC')
PETERSONS COURT	(0, 15, 'LOC')
PETRIE ROAD	(0, 11, 'LOC')
PHIBSBOROUGH	(0, 12, 'LOC')
PHIBSBOROUGH AVENUE	(0, 19, 'LOC')
PHIBSBOROUGH AVENUE	(0, 19, 'LOC')
PHIBSBOROUGH PLACE	(0, 18, 'LOC')
PHIBSBOROUGH PLACE	(0, 18, 'LOC')
PHIBSBOROUGH ROAD	(0, 17, 'LOC')
PHILIPSBURGH AVENUE	(0, 19, 'LOC')
PHILIPSBURGH TERRACE	(0, 20, 'LOC')
PHILOMENA TERRACE	(0, 17, 'LOC')
PHOENIX STREET NORTH	(0, 20, 'LOC')
PHOENIX STREET WEST	(0, 19, 'LOC')
PIG LANE	(0, 8, 'LOC')
PIGEON HOUSE ROAD	(0, 17, 'LOC')
PIGEON HOUSE ROAD	(0, 17, 'LOC')
PIM STREET	(0, 10, 'LOC')
PIMLICO	(0, 7, 'LOC')
PIMLICO COTTAGES	(0, 16, 'LOC')
PINE ROAD	(0, 9, 'LOC')
PINEBROOK AVENUE	(0, 16, 'LOC')
PINEBROOK CRESCENT	(0, 18, 'LOC')
PINEBROOK DRIVE	(0, 15, 'LOC')
PINEBROOK GROVE	(0, 15, 'LOC')
PINEBROOK RISE	(0, 14, 'LOC')
PINEBROOK ROAD	(0, 14, 'LOC')
PINE HURST	(0, 10, 'LOC')
PINEWOOD AVENUE	(0, 15, 'LOC')
PINEWOOD CRESCENT	(0, 17, 'LOC')
PINEWOOD DRIVE	(0, 14, 'LOC')
PINEWOOD GREEN	(0, 14, 'LOC')
PINEWOOD GROVE	(0, 14, 'LOC')
PINEWOOD VILLAS	(0, 15, 'LOC')
PLEASANTS LANE	(0, 14, 'LOC')
PLEASANTS PLACE	(0, 15, 'LOC')
PLEASANTS STREET	(0, 16, 'LOC')
PLUNKETT AVENUE	(0, 15, 'LOC')
PLUNKETT AVENUE	(0, 15, 'LOC')
PLUNKETT CRESCENT	(0, 17, 'LOC')
PLUNKETT DRIVE	(0, 14, 'LOC')
PLUNKETT GREEN	(0, 14, 'LOC')
PLUNKETT GREEN	(0, 14, 'LOC')
PLUNKETT GROVE	(0, 14, 'LOC')
PLUNKETT ROAD	(0, 13, 'LOC')
PLUNKETT ROAD	(0, 13, 'LOC')
PODDLE PARK	(0, 11, 'LOC')
POOLBEG STREET	(0, 14, 'LOC')
POOLBEG STREET	(0, 14, 'LOC')
POOLE STREET	(0, 12, 'LOC')
POPLAR ROW	(0, 10, 'LOC')
BALBUTCHER LANE	(0, 15, 'LOC')
PORTSIDE COURT	(0, 14, 'LOC')
PORTLAND CLOSE	(0, 14, 'LOC')
PORTLAND COURT	(0, 14, 'LOC')
PORTLAND PLACE	(0, 14, 'LOC')
PORTLAND ROW	(0, 12, 'LOC')
PORTLAND SQUARE	(0, 15, 'LOC')
PORTLAND STREET WEST	(0, 20, 'LOC')
PORTLAND STREET NORTH	(0, 21, 'LOC')
PORTMAHON DRIVE	(0, 15, 'LOC')
PORTOBELLO HARBOUR	(0, 18, 'LOC')
PORTOBELLO ROAD	(0, 15, 'LOC')
PORTOBELLO ROAD	(0, 15, 'LOC')
POWER'S SQUARE	(0, 14, 'LOC')
POWER'S COURT	(0, 13, 'LOC')
PREBEND STREET	(0, 14, 'LOC')
PRESTON STREET	(0, 14, 'LOC')
PRICES LANE	(0, 11, 'LOC')
PRICE'S LANE	(0, 12, 'LOC')
PRIESTFIELD COTTAGES	(0, 20, 'LOC')
PRIESTFIELD DRIVE	(0, 17, 'LOC')
PRIMROSE AVENUE	(0, 15, 'LOC')
PRIMROSE STREET	(0, 15, 'LOC')
PRINCE ARTHUR TERRACE	(0, 21, 'LOC')
PRINCE OF WALES TERRACE	(0, 23, 'LOC')
PRINCE'S STREET NORTH	(0, 21, 'LOC')
PRINCE'S STREET NORTH	(0, 21, 'LOC')
PRINCE'S STREET SOUTH	(0, 21, 'LOC')
PRIORSWOOD ROAD	(0, 15, 'LOC')
PRIORY EAST	(0, 11, 'LOC')
PRIORY NORTH	(0, 12, 'LOC')
PRIORY ROAD	(0, 11, 'LOC')
PRIORY ROAD	(0, 11, 'LOC')
PRIORY WEST	(0, 11, 'LOC')
PROBY'S LANE	(0, 12, 'LOC')
PROSPECT AVENUE	(0, 15, 'LOC')
PROSPECT LANE	(0, 13, 'LOC')
PROSPECT ROAD	(0, 13, 'LOC')
PROSPECT SQUARE	(0, 15, 'LOC')
PROSPECT WAY	(0, 12, 'LOC')
PROTESTANT ROW	(0, 14, 'LOC')
PROUD'S LANE	(0, 12, 'LOC')
PROUD'S LANE	(0, 12, 'LOC')
PRUSSIA STREET	(0, 14, 'LOC')
PUMP ALLEY	(0, 10, 'LOC')
PURSER GARDENS	(0, 14, 'LOC')
PYRO VILLAS	(0, 11, 'LOC')
QUARRY ROAD	(0, 11, 'LOC')
QUARRY ROAD	(0, 11, 'LOC')
QUEEN STREET	(0, 12, 'LOC')
QUINNS LANE	(0, 11, 'LOC')
RAFTERS LANE	(0, 12, 'LOC')
RAFTERS LANE	(0, 12, 'LOC')
RAFTERS ROAD	(0, 12, 'LOC')
RAFTERS ROAD	(0, 12, 'LOC')
RAGLAN LANE	(0, 11, 'LOC')
RAGLAN ROAD	(0, 11, 'LOC')
RAHEEN DRIVE	(0, 12, 'LOC')
RAHEEN PARK	(0, 11, 'LOC')
RAHENY COURT	(0, 12, 'LOC')
HOWTH ROAD	(0, 10, 'LOC')
RAHENY PARK	(0, 11, 'LOC')
RAHENY ROAD	(0, 11, 'LOC')
RAILWAY AVENUE	(0, 14, 'LOC')
RAILWAY AVENUE	(0, 14, 'LOC')
RAILWAY COTTAGES	(0, 16, 'LOC')
RAILWAY STREET	(0, 14, 'LOC')
RAILWAY TERRACE	(0, 15, 'LOC')
RAINSFORD AVENUE	(0, 16, 'LOC')
RAINSFORD STREET	(0, 16, 'LOC')
RALEIGH SQUARE	(0, 14, 'LOC')
RAMILLIES ROAD	(0, 14, 'LOC')
RAMLEH CLOSE	(0, 12, 'LOC')
RAMLEH PARK	(0, 11, 'LOC')
RAMPART LANE	(0, 12, 'LOC')
RANELAGH	(0, 8, 'LOC')
RANELAGH AVENUE	(0, 15, 'LOC')
RANELAGH AVENUE	(0, 15, 'LOC')
RANELAGH ROAD	(0, 13, 'LOC')
RAPHOE ROAD	(0, 11, 'LOC')
RATHDOWN AVENUE	(0, 15, 'LOC')
RATHDOWN COURT	(0, 14, 'LOC')
RATHDOWN CRESCENT	(0, 17, 'LOC')
RATHDOWN DRIVE	(0, 14, 'LOC')
RATHDOWN PARK	(0, 13, 'LOC')
RATHDOWN PARK	(0, 13, 'LOC')
RATHDOWN ROAD	(0, 13, 'LOC')
RATHDOWN VILLAS	(0, 15, 'LOC')
RATHDRUM ROAD	(0, 13, 'LOC')
RATHFARNHAM ROAD	(0, 16, 'LOC')
RATHGAR AVENUE	(0, 14, 'LOC')
RATHGAR PARK	(0, 12, 'LOC')
RATHGAR PLACE	(0, 13, 'LOC')
RATHGAR ROAD	(0, 12, 'LOC')
RATHLIN ROAD	(0, 12, 'LOC')
RATHMINES AVENUE	(0, 16, 'LOC')
RATHMINES CLOSE	(0, 15, 'LOC')
RATHMINES PARK	(0, 14, 'LOC')
RATHMINES ROAD LOWER	(0, 20, 'LOC')
RATHMINES ROAD UPPER	(0, 20, 'LOC')
RATHMORE PARK	(0, 13, 'LOC')
RATHMORE VILLAS	(0, 15, 'LOC')
RATHVALE AVENUE	(0, 15, 'LOC')
RATHVALE DRIVE	(0, 14, 'LOC')
RATHVALE GROVE	(0, 14, 'LOC')
RATHVALE PARK	(0, 13, 'LOC')
RATHVILLY DRIVE	(0, 15, 'LOC')
RATHVILLY PARK	(0, 14, 'LOC')
RATHVILLY ROAD	(0, 14, 'LOC')
RATOATH AVENUE	(0, 14, 'LOC')
RATOATH DRIVE	(0, 13, 'LOC')
RATOATH ESTATE	(0, 14, 'LOC')
RATOATH ROAD	(0, 12, 'LOC')
RATOATH ROAD	(0, 12, 'LOC')
RATOATH ROAD	(0, 12, 'LOC')
RATRA PARK	(0, 10, 'LOC')
RATRA ROAD	(0, 10, 'LOC')
RAVENSDALE CLOSE	(0, 16, 'LOC')
RAVENSDALE DRIVE	(0, 16, 'LOC')
RAVENSDALE PARK	(0, 15, 'LOC')
RAVENSDALE ROAD	(0, 15, 'LOC')
RAVENSDALE ROAD	(0, 15, 'LOC')
RAYMOND STREET	(0, 14, 'LOC')
RED COW LANE	(0, 12, 'LOC')
REDMOND'S HILL	(0, 14, 'LOC')
RIBH AVENUE	(0, 11, 'LOC')
RIBH ROAD	(0, 9, 'LOC')
REGINALD SQUARE	(0, 15, 'LOC')
REGINALD STREET	(0, 15, 'LOC')
REHOBOTH AVENUE	(0, 15, 'LOC')
REHOBOTH PLACE	(0, 14, 'LOC')
REILLY'S AVENUE	(0, 15, 'LOC')
REILLYS COTTAGES	(0, 16, 'LOC')
REUBEN AVENUE	(0, 13, 'LOC')
REUBEN STREET	(0, 13, 'LOC')
RIALTO BUILDINGS	(0, 16, 'LOC')
RIALTO DRIVE	(0, 12, 'LOC')
RIALTO PARK	(0, 11, 'LOC')
RIALTO STREET	(0, 13, 'LOC')
RICHELIEU PARK	(0, 14, 'LOC')
RICHMOND AVENUE	(0, 15, 'LOC')
RICHMOND AVENUE SOUTH	(0, 21, 'LOC')
RICHMOND AVENUE SOUTH	(0, 21, 'LOC')
RICHMOND COTTAGES	(0, 17, 'LOC')
RICHMOND CRESCENT	(0, 17, 'LOC')
RICHMOND ESTATE	(0, 15, 'LOC')
RICHMOND HILL	(0, 13, 'LOC')
RICHMOND LANE	(0, 13, 'LOC')
RICHMOND MEWS	(0, 13, 'LOC')
RICHMOND PARADE	(0, 15, 'LOC')
RICHMOND PLACE	(0, 14, 'LOC')
RICHMOND PLACE SOUTH	(0, 20, 'LOC')
RICHMOND ROAD	(0, 13, 'LOC')
RICHMOND ROW	(0, 12, 'LOC')
RICHMOND STREET NORTH	(0, 21, 'LOC')
RICHMOND STREET SOUTH	(0, 21, 'LOC')
RICHMOND VILLAS	(0, 15, 'LOC')
RICHVIEW PARK	(0, 13, 'LOC')
RING STREET	(0, 11, 'LOC')
RING TERRACE	(0, 12, 'LOC')
RINGSEND PARK	(0, 13, 'LOC')
RINGSEND ROAD	(0, 13, 'LOC')
RIVER ROAD	(0, 10, 'LOC')
RIVERSDALE AVENUE	(0, 17, 'LOC')
RIVERSDALE GROVE	(0, 16, 'LOC')
RIVERSIDE AVENUE	(0, 16, 'LOC')
RIVERSIDE CRESCENT	(0, 18, 'LOC')
RIVERSIDE DRIVE	(0, 15, 'LOC')
RIVERSIDE GROVE	(0, 15, 'LOC')
RIVERSIDE PARK	(0, 14, 'LOC')
RIVERSIDE ROAD	(0, 14, 'LOC')
ROBERT EMMET BRIDGE	(0, 19, 'LOC')
ROBERT PLACE	(0, 12, 'LOC')
ROBERT STREET	(0, 13, 'LOC')
ROBERT STREET	(0, 13, 'LOC')
ROCK LANE	(0, 9, 'LOC')
ROGER'S LANE	(0, 12, 'LOC')
ROOSEVELT COTTAGES	(0, 18, 'LOC')
ROPEWALK PLACE	(0, 14, 'LOC')
RORY O'MORE BRIDGE	(0, 18, 'LOC')
ROSARY ROAD	(0, 11, 'LOC')
ROSARY TERRACE	(0, 14, 'LOC')
ROSE GLEN AVENUE	(0, 16, 'LOC')
ROSECOURT WAY	(0, 13, 'LOC')
ROSEDALE TERRACE	(0, 16, 'LOC')
ROSEGLEN ROAD	(0, 13, 'LOC')
ROSEMOUNT AVENUE	(0, 16, 'LOC')
ROSEMOUNT ROAD	(0, 14, 'LOC')
ROSEVALE COURT	(0, 14, 'LOC')
ROSS ROAD	(0, 9, 'LOC')
ROSS ROAD	(0, 9, 'LOC')
ROSS STREET	(0, 11, 'LOC')
ROSS STREET	(0, 11, 'LOC')
ROSSMORE AVENUE	(0, 15, 'LOC')
ROSSMORE DRIVE	(0, 14, 'LOC')
ROSSMORE ROAD	(0, 13, 'LOC')
ROSTREVOR ROAD	(0, 14, 'LOC')
ROSTREVOR TERRACE	(0, 17, 'LOC')
ROSTREVOR TERRACE	(0, 17, 'LOC')
ROTHE ABBEY	(0, 11, 'LOC')
ROWSERSTOWN LANE	(0, 16, 'LOC')
ROYAL CANAL BANK	(0, 16, 'LOC')
ROYAL CANAL TERRACE	(0, 19, 'LOC')
ROYSE ROAD	(0, 10, 'LOC')
ROYSTON	(0, 7, 'LOC')
RUGBY ROAD	(0, 10, 'LOC')
RUGBY VILLAS	(0, 12, 'LOC')
RUGBY VILLAS	(0, 12, 'LOC')
RUSSELL AVENUE	(0, 14, 'LOC')
RUSSELL AVENUE EAST	(0, 19, 'LOC')
RUSSELL STREET	(0, 14, 'LOC')
RUTLAND AVENUE	(0, 14, 'LOC')
RUTLAND AVENUE	(0, 14, 'LOC')
RUTLAND COTTAGES	(0, 16, 'LOC')
RUTLAND GROVE	(0, 13, 'LOC')
RUTLAND PLACE NORTH	(0, 19, 'LOC')
RUTLAND PLACE	(0, 13, 'LOC')
RUTLAND PLACE	(0, 13, 'LOC')
RUTLAND STREET LOWER	(0, 20, 'LOC')
RUTLEDGE COTTAGES	(0, 17, 'LOC')
RUTLEDGE TERRACE	(0, 16, 'LOC')
RYANS COTTAGES	(0, 14, 'LOC')
RYDERS ROW	(0, 10, 'LOC')
SACKVILLE AVENUE	(0, 16, 'LOC')
SACKVILLE GARDENS	(0, 17, 'LOC')
SACKVILLE PLACE	(0, 15, 'LOC')
SAINT AGNES PARK	(0, 16, 'LOC')
SAINT AGNES PARK	(0, 16, 'LOC')
SAINT AGNES ROAD	(0, 16, 'LOC')
SAINT AGNES ROAD	(0, 16, 'LOC')
SAINT AIDAN'S PARK	(0, 18, 'LOC')
SAINT AIDAN'S PARK AVENUE	(0, 25, 'LOC')
SAINT AIDAN'S PARK ROAD	(0, 23, 'LOC')
SAINT ALBAN'S PARK	(0, 18, 'LOC')
SAINT ALBAN'S PARK	(0, 18, 'LOC')
SAINT ALBANS ROAD	(0, 17, 'LOC')
SAINT ALPHONSUS AVENUE	(0, 22, 'LOC')
SAINT ALPHONSUS ROAD LOWER	(0, 26, 'LOC')
SAINT ALPHONSUS ROAD UPPER	(0, 26, 'LOC')
SAINT ANDREW LANE	(0, 17, 'LOC')
SAINT ANDREW STREET	(0, 19, 'LOC')
